"Sirajunnisa, P., George, L.H., Manoj, N., Prathapan, S. and Sailaja, G.S., 2021. Lawsone derived Zn (ii) and Fe (iii) metal organic frameworks with pH dependent emission for controlled drug delivery. New Journal of Chemistry, 45(32), pp.14589-14597."
"Padmanabhan, N.T., Thomas, N., Louis, J., Mathew, D.T., Ganguly, P., John, H. and Pillai, S.C., 2021. Graphene coupled TiO2 photocatalysts for environmental applications: A review. Chemosphere, 271, p.129506."
"Jelmy, E.J., Thomas, N., Mathew, D.T., Louis, J., Padmanabhan, N.T., Kumaravel, V., John, H. and Pillai, S.C., 2021. Impact of structure, doping and defect-engineering in 2D materials on CO 2 capture and conversion."
"Ganguly, P., Muscetta, M., Padmanabhan, N.T., Clarizia, L., Akande, A., Hinder, S., Mathew, S., John, H., Breen, A. and Pillai, S.C., 2021. New insights into the efficient charge transfer of ternary chalcogenides composites of TiO2. Applied Catalysis B: Environmental, 282, p.119612."
"Stanly, S. and John, H., 2021. Uncarbonized crosslinked PVA-modified MMT/reduced graphene hybrid aerogel for efficient carbon dioxide adsorption at low pressure. Journal of Polymer Research, 28(8), pp.1-13."
"Ummer, R.P., Perumbilavil, S., Jose, J., Thomas, S., Gopinath, P. and Kalarikkal, N., 2021. Exploring the optical limiting, photocatalytic and antibacterial properties of the BiFeO 3–NaNbO 3 nanocomposite system. "
"Lakshmi, B., Thomas, B.J. and Gopinath, P., 2021. Accurate band gap determination of chemically synthesized cobalt ferrite nanoparticles using diffuse reflectance spectroscopy. Advanced Powder Technology, 32(10), pp.3706-3716."
"Sumitha, N.S., Sreeja, S., Varghese, P.G. and Sailaja, G.S., 2021. A dual functional superparamagnetic system with pH-dependent drug release and hyperthermia potential for chemotherapeutic applications. Materials Chemistry and Physics, 273, p.125108."
"Aazem, I., Rathinam, P., Pillai, S., Honey, G., Vengellur, A., Bhat, S.G. and Sailaja, G.S., 2021. Active bayerite underpinned Ag2O/Ag: an efficient antibacterial nanohybrid combating microbial contamination. Metallomics, 13(8), p.mfab049."
"Sneha, K.R., Benny, N., Nair, B.N. and Sailaja, G.S., 2021. Natural rubber latex assisted shape-attuned synthesis of intrinsically radiopaque and magnetic bioceramic nanocomposite with hyperthermia potential for cancer therapeutics. New Journal of Chemistry, 45(22), pp.9892-9903."
"Sumitha, N.S., Prakash, P., Nair, B.N. and Sailaja, G.S., 2021. Degradation-dependent controlled delivery of doxorubicin by glyoxal cross-linked magnetic and porous chitosan microspheres. ACS omega, 6(33), pp.21472-21484."
"Sneha, K.R., Steny, P.S. and Sailaja, G.S., 2021. Intrinsically radiopaque and antimicrobial cellulose based surgical sutures from mechanically powerful Agave sisalana plant leaf fibers. Biomaterials Science, 9(23), pp.7944-7961."
"Sneha, K.R., Sreeja, S. and Sailaja, G.S., 2021. Radiopacity endowed magnetic nanocomposite with hyperthermia and in vitro mineralization potential: a combinatorial therapeutic system for osteosarcoma. Biomedical Materials, 16(4), p.045029."
"Nair, P.R., Sreeja, S. and Sailaja, G.S., 2022. Cissus quadrangularis stem derived fiber: a natural osteoinductive substrate for regenerative bone tissue engineering. Cellulose, 29(1), pp.413-426."
"Nair, P.R., Sreeja, S. and Sailaja, G.S., 2021. Early biomineralizing chitosan–collagen hybrid scaffold with Cissus quadrangularis extract for regenerative bone tissue engineering. New Journal of Chemistry, 45(42), pp.19733-19745."
"Sneha, K.R. and Sailaja, G.S., 2021. Intrinsically radiopaque biomaterial assortments: A short review on the physical principles, X-ray imageability and state-of-the-art developments. Journal of Materials Chemistry B."
"George, L.H., Arakkal, A., Sreedharan, P. and Sailaja, G.S., 2021. Injectable polyelectrolyte complex-nascent HAP biodegradable antibiotic delivery system for the treatment of osteomyelitis. Biomedical Materials, 17(1), p.015011."
"Balachandrakurup, V., George, N. and Gopalakrishnan, J., 2021. Effect of compatibiliser on the mechanical, rheological and thermal properties of natural rubber/Cellulose nanofibre composites. Materials Today: Proceedings, 47, pp.5345-5350."
"Akkalamattam Maitheen Kunju, R. and Gopalakrishnan, J., 2021. Polyaniline nanorod adsorbed on reduced graphene oxide nanosheet for enhanced dielectric, viscoelastic and thermal properties of epoxy nanocomposites. Polymer Engineering & Science, 61(6), pp.1755-1772."
"Peter, A. and Abhitha, K., 2021. Menstrual Cup: A replacement to sanitary pads for a plastic free periods. Materials Today: Proceedings, 47, pp.5199-5202."
"Peter, A and Abhitha K., 2021. Synthesis of CuO Nanomaterials with Controllable Morphologies by Changing the pH."
"Sam, S.A., Balan, A.P., Kaipamangalath, A., Varma, M.R., Nair, R.R. and Thomas, S., 2021. Nanocomposite Permanent Magnets Based on SrFe12O19-Fe3O4 Hard-Soft Ferrites. Journal of Superconductivity and Novel Magnetism, 34(12), pp.3333-3344."
"Joseph, N., Kaipamangalath, A., Varma, M.R. and Thomas, S., 2021. Size controlled growth of barium hexaferrite platelets using salt assisted sol-gel technique. Materials Chemistry and Physics, 272, p.124971."
"Subin, P.S., Saji, K.J. and Jayaraj, M.K., 2021. Plasticity and learning behavior emulated in a ZnO based transparent artificial synapse. Thin Solid Films, 737, p.138924."
"Subin, P.S., Asha, A.S., Saji, K.J. and Jayaraj, M.K., 2021. Spike-dependent plasticity modulation in TiO2-based synaptic device. Journal of Materials Science: Materials in Electronics, 32(10), pp.13051-13061."
"Indira, V. and Abhitha, K., 2021, March. A review on polymer based adsorbents for CO2 capture. In IOP Conference Series: Materials Science and Engineering (Vol. 1114, No. 1, p. 012081). IOP Publishing."
"Bhamu, K.C., Haque, E., Praveen, C.S., Kumar, N., Yumnam, G., Hossain, M.A. and Sharma, G., 2021. Improving the optical and thermoelectric properties of Cs 2 InAgCl 6 with heavy substitutional doping: a DFT insight. RSC advances, 11(10), pp.5521-5528."
"Sebastian, D., Kala, R., Neethu Parvathy, K.P. and Savitha, D.P., 2021. A fluorescent probe based on visible light-emitting functionalized Graphene Quantum dots for the sensitive and selective detection of Pb (II) ions. Journal of Materials Science, 56(32), pp.18126-18146."
"Pallikkara, A., Sebastian, D. and Ramakrishnan, K., 2021. An Investigation on the Effect of Extended Conjugation on the Photophysical Properties of Graphene Quantum Dot‐Porphyrin Dyads. ChemistrySelect, 6(43), pp.12224-12232."
"Soman, S. and PV, A., 2021. Covalently modified graphene quantum dot using a thiourea based imprinted polymer for the selective electrochemical sensing of Hg (II) ions. Journal of Polymer Research, 28(9), pp.1-12."
"Cholasseri, R. and De, S., 2020. Dual-Site Binding of Quaternary Ammonium Ions as Internal K+-Ion Channel Blockers: Nonclassical (C–H··· O) H Bonding vs Dispersive (C–H··· H–C) Interaction. The Journal of Physical Chemistry B, 125(1), pp.86-100."
"Louis, J., Padmanabhan, N.T. and John, H., 2021. Commercial Applications and Future Trends of Photocatalytic Materials. Photocatalysis, p.343."
"Sathyan, M., Padmanabhan, N.T., Vijoy, K.V., Saji, K.J. and John, H., 2021. 2D nanomaterials and their heterostructures for hydrogen storage applications. 2D Materials for Energy Storage and Conversion, pp.2-1."
