"Magnetic and Optical Properties of Magnetite/Graphene Oxide Nanohybrid, Mubeena Rafi, Honey John and Pramod Gopinath, Golden Jubilee International Conference NANOicon 2022, Cochin University of Science and Technology, during January 11-15, 2022."
"Investigating magneto-optical properties of Fe3O4- GO nanohybrids using Magnetic Linear Dichroism studies for Biomedical Applications, Mubeena Rafi, Honey John and Pramod Gopinath, International Conference on Nanoscience  for Photonics and Medical Applications, Manipal Academy of Higher Education, during December 28-30, 2022."
"Investigating Thermal diffusivity in Magnetite - Graphene Oxide Nanoscrolls, Mubeena Rafi, Lakshmi R, Honey John, Pramod Gopinath, Women in Optics and Photonics in India 2023, IIT Madras , 2-3 January, 2024."
"Studies on the Magneto-Optical Faraday Rotation of surfactant assisted Fe3O4 nanoparticles, Mubeena Rafi, Lakshmi B, Honey John, Pramod Gopinath, XLVI OSI Symposium International Conference on Optics, Photonics & Quantum Information OPTIQ - 2023, International School of Photonics, Cochin University of Science and Technology, 11-13 December 2023."
"<a href=""https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hvlpe8QAAAAJ&sortby=pubdate&citation_for_view=hvlpe8QAAAAJ:q0uBw5dMOAkC"" target=""_blank"">Preface: International Conference NANOicon 2022</a>, H John, P Gopinath, M N, A Mayeen, S Joseph - AIP Conference Proceedings 2783 (1), 010001"
"Dielectric properties of low temperature thermally reduced graphene oxide filled Epoxynanocomposites, Rahnamol A. M., Jayalatha Gopalakrishnan, International Conference on Sustainable Innovations in Green Chemistry &amp; NewTechnological Developments (ICSIG-2018) at Maharajas College, Ernakulam, Kerala, December 11 &amp; 12, 2018."
"Synthesis and Characterisation of Aniline functionalised graphene/polyaniline composites. Rahnamol A. M., Jayalatha Gopalakrishnan, International Seminar on Material Science &amp; Organic Synthesis (AKS 2019) St. Albert's College, Ernakulam, Kerala, January 4 &amp; 5, 2019."
"Study of Sulfurization of Molybdenum foils using a Tubular furnace, V. J. Cicily Rigiand K. J. Saji, National Photonics Symposium 2019, International School of Photonics, Cochin University of Science and Technology, Kochi."
"Effect of Sputtering parameters on Structural, Optical and Electrical properties of ZnO thin films deposited from metal target, P. Hajara, K. J. Saji, National Photonics Symposium 2019, International School of Photonics, Cochin University of Science and Technology, Kochi."
"MoS2 Quantum Dots as Upconversion and Downconversion Centers for Solar Cell, Praveen P, Sunitha A P and K J Saji, National Photonics Symposium 2019, International School of Photonics, Cochin University of Science and Technology, Kochi."
"Dheena N.Kumar, Gokul V., Anmiya Peter, Abhitha K., Green Synthesis of Copper oxide nanoflakes and its characterisation, Conference proceedings - National conference on current trends in Polymer Science (CTPS2020) organised by Department of Polymer Science and Rubber Technology, CUSAT"
"Rahnamol A.M.,Jayalatha Gopalakrishnan, &quot;Synthesis, characterization andelectrical conductivity of Polyaniline/ Graphene oxide and Polyaniline/ reduced graphene oxide hybrid nanocomposites&quot;, Albertian Knowledge Summit (AKS2020),  An International Conference onMultidisciplinary Research, St. Albert's College, Ernakulam"
"Rahnamol A.M.,Jayalatha Gopalakrishnan, &quot;Dielectric Properties of thermally reduced graphene oxide/polyaniline nanorod hybrid nanocomposites&quot;, 32nd Kerala Science Congress, Yuvakshetra Institute of Management Studies, Palakkad"
"Nisha T P and Honey John, CTAB assisted morphological tuning in nano TiO2 and its graphene hybrids for hydrogen production&rdquo;, ICFCS-2020 – International conference on Frontiers in Chemical Sciences, Karunya Institute of Technologyand Sciences, March 4-5, 2020."
"Meera Sathyan, Honey John. &lsquo;Direct oil recovery form water using superparamagneticiron oxide - graphene nanoscrolls&rsquo; Albertian Knowledge Summit (AKS 2020),  An International Conference on Multidisciplinary Research, St. Albert's College, Ernakulam"
"Nisha T P and Honey John, &ldquo;TiO 2/Graphene hybrids as photocatalytic self-cleaning smart surfaces&rdquo;, International Conference on Applied Catalysis and Chemical Engineering (ACC-2019), April 8-10, Dubai, UAE."
"Nisha T P and Honey John, &ldquo;Graphene incorporated titanium dioxide co-exposed with high energy {001} and {010/100}facets for self-cleaning nanocoatings&rdquo;, 31st Kerala Science Congress, Feb 2-3, 2019, Fatima Mata National College, Kollam."
"Nisha T P, and Honey John, &ldquo;TiO 2/graphene nanohybrids for Cr(VI) photoreduction and organic chemical reduction of water pollutants&rdquo;, CTPS&rsquo;20, Cochin University of Science and Technology, Feb 28, 2020."
"Dhanu Treasa Mathew, Nisha T P, Manoj N., Honey John, &ldquo;CTAB-assisted hydrothermal synthesis of TiO 2 for superhydrophilicself-cleaning applications&rdquo;, CTPS&rsquo;20, Cochin University of Science and Technology, Feb 28, 2020."
"Nisha T P and Honey John, &ldquo;Graphene Incorporated Anatase TiO 2 for Self-cleaning Nanocoatings&rdquo;, International conference on Nano Science and Engineering Applications (ICONSEA-2018), 4-6Oct, 2018, at Jawaharlal Nehru Technological University (JNTUH), Hyderabad."
"Nisha T. P., Honey John, &lsquo;Green and sustainable superhydrophilic titanium dioxide photocatalysts for self-cleaning coating applications&rsquo; <em>30thKerala Science Congress Proceedings</em>, (2018)."
"Jesna Louis, M. K. Jayaraj, Honey John, &ldquo;A facile surface-assisted synthesis of Carbon doped ZnO nanostructures forvisible light photocatalytic applications&rdquo;, Albertian Knowledge Summit (AKS), 6th Januray 2020 at St. Albert&rsquo;s College, Ernakulam."
"Jesna Louis, R. Anjana, M. K. Kavitha, M.K. Jayaraj, Honey John, &ldquo;A facile surface-assisted synthesis of ZnO/Graphenefor Self- cleaning applications&rdquo;, International conference on optoelectronicand nano materials for advanced technology (icONMAT), 3 – 5 January, 2019 at CUSAT"
"Jesna Louis, R. Anjana, M. K. Kavitha, M.K. Jayaraj, Honey John, &ldquo;A facile surface-assisted synthesis of ZnO for Self-cleaning applications&rdquo;, International conference on Nano Science andEngineering Applications (ICONSEA-2018), 4-6 Oct, 2018, at Jawaharlal Nehru Technological University (JNTUH), Hyderabad."
"Jesna Louis, Remyamol T., Honey John, &ldquo;Covalently grafted multiwalled carbon nanotube / polyaniline hybrids aselectrode material for supercapacitor applications&rdquo;, 30th Kerala Science Congress, 28-30 January&nbsp;2018."
"Sona Stanly, Ashy P., Honey John,&lsquo;Graphene /clay nano hybrids as efficient flame retardant in epoxy composites&rsquo; <em>30th Kerala Science CongressProceedings</em>, (2018)."
