"Padmanabhan, N.T., Thomas, R.M. and John, H., 2022. Antibacterial self-cleaning binary and ternary hybrid photocatalysts of titanium dioxide with silver and graphene. Journal of Environmental Chemical Engineering, 10(2), p.107275."
"Louis, J., Padmanabhan, N.T., Jayaraj, M.K. and John, H., 2022. Crystal lattice engineering in a screw-dislocated ZnO nanocone photocatalyst by carbon doping. Materials Advances."
"Padmanabhan, N.T., Gopalakrishnan, J. and John, H., 2022. Effect of reaction variables on facet-controlled synthesis of anatase TiO2 photocatalysts. Bulletin of Materials Science, 45(2), pp.1-15."
"Sathyan, M., Jandas, P.J., Venkatesan, M., Pillai, S.C. and John, H., 2022. Electrode material for high performance symmetric supercapacitors based on superparamagnetic Fe3O4 nanoparticles modified with cetyltrimetylammonium bromide. Synthetic Metals, 287, p.117080."
"Aazem, I., Mathew, D.T., Radhakrishnan, S., Vijoy, K.V., John, H., Mulvihill, D.M. and Pillai, S.C., 2022. Electrode materials for stretchable triboelectric nanogenerator in wearable electronics. RSC advances, 12(17), pp.10545-10572."
"Vijoy, K.V., John, H. and Saji, K.J., 2022. Self-powered ultra-sensitive millijoule impact sensor using room temperature cured PDMS based triboelectric nanogenerator. Microelectronic Engineering, 251, p.111664."
"Jose, D., Jelmy, E.J., Subin, P.S., Joseph, R. and John, H., 2022. Triboelectric nanogenerator based on polyaniline nanorods incorporated PDMS composites through a facile synthetic route. Journal of Materials Science: Materials in Electronics, pp.1-14."
"Radhakrishnan, S., Joseph, S., Jelmy, E.J., Saji, K.J., Sanathanakrishnan, T. and John, H., 2022. Triboelectric nanogenerators for marine energy harvesting and sensing applications. Results in Engineering, p.100487."
"Shilpa, S., Pai, D.D., Michael, M., Venugopal, C. and Gopinath, P., 2022. Shocks and solitons in collisional dense laser produced plasmas. Physica Scripta, 97(4), p.045601."
"Shilpa, S. and Gopinath, P., 2022. Shock front interaction and dynamics of laterally colliding laser-produced plasmas. Vacuum, 198, p.110872."
"Anlin, L.K., Vijoy, K.V., Pradeesh, K., Thomas, S., John, H. and Saji, K.J., 2022. Effects of metal nanoparticles on the performance of PDMS based triboelectric nanogenerators. Physica B: Condensed Matter, p.413952."
"Praveen, P., Vijoy, K.V., John, H. and Saji, K.J., 2022. Emulating synaptic plasticity with PDMS-Graphite composite memristor. Materials Letters, 326, p.132934."
"Vijoy, K.V., John, H. and Saji, K.J., 2022. Self-powered ultra-sensitive millijoule impact sensor using room temperature cured PDMS based triboelectric nanogenerator. Microelectronic Engineering, 251, p.111664."
"Praveen, P., Rose, T.P. and Saji, K.J., 2022. Top electrode dependent resistive switching in M/ZnO/ITO memristors, M= Al, ITO, Cu, and Au. Microelectronics Journal, 121, p.105388."
"Balachandrakurup, V. and Gopalakrishnan, J., 2022. Enhanced performance of cellulose nanofibre reinforced styrene butadiene rubber nanocomposites modified with epoxidised natural rubber. Industrial Crops and Products, 183, p.114935."
"Akkalamattam Maitheenkunju, R. and Gopalakrishnan, J., 2022. Reduced graphene oxide/epoxy nanocomposites with enhanced dielectric, mechanical, thermomechanical and thermal properties. Journal of Elastomers & Plastics, 54(3), pp.407-428."
"Indira, V. and Abhitha, K., 2022. A review on recent developments in Zeolite A synthesis for improved carbon dioxide capture: Implications for the water-energy nexus. Energy Nexus, p.100095."
"Subin, P.S., Antony, A., Saji, K.J. and Jayaraj, M.K.E., 2022. Observation of Magnéli Phase Filament Formation in MoOx Artificial Synapse. Advanced Electronic Materials, p.2200729."
"Cicily Rigi, V.J., Jayaraj, M.K. and Saji, K.J., 2022. Effect of substrate and substrate temperature on the deposition of MoS2 by radio frequency magnetron sputtering. Journal of Vacuum Science & Technology A: Vacuum, Surfaces, and Films, 40(3), p.032201."
"Jelmy, E.J., Jose, D., Vijoy, K.V., Saji, K.J. and John, H., 2022. Enhanced triboelectric performance of graphene oxide-conducting polymer hybrid modified polydimethylsiloxane composites. Materials Advances, 3(17), pp.6897-6907."
"Subin, P.S., Midhun, P.S., Antony, A., Saji, K.J. and Jayaraj, M.K., 2022. Optoelectronic synaptic plasticity mimicked in ZnO-based artificial synapse for neuromorphic image sensing application. Materials Today Communications, 33, p.104232."
"Bijina, V., Jandas, P.J., Joseph, S., Gopu, J., Abhitha, K. and John, H., 2022. Recent trends in industrial and academic developments of green tyre technology. Polymer Bulletin, pp.1-30."
"Sankar, K., Saif, S., Lafeef, E.N. and Rose, T.P., 2022. Theoretical analysis on transmission characteristics of quasi-periodic Fibonacci and Octonacci one-dimensional superconductor–dielectric photonic crystals. The European Physical Journal Special Topics, 231(4), pp.665-671."
"Praveen, C.S. and Comas-Vives, A., 2022. Activity Trends in the Propane Dehydrogenation Reaction Catalyzed by MIII Sites on an Amorphous SiO2 Model: A Theoretical Perspective. Topics in Catalysis, 65(1), pp.242-251."
"Jelmy, E.J., Jose, D., Vijoy, K.V., Saji, K.J. and John, H., 2022. Enhanced triboelectric performance of graphene oxide-conducting polymer hybrid modified polydimethylsiloxane composites. Materials Advances, 3(17), pp.6897-6907."
"Pallikkara, A. and Ramakrishnan, K., 2022. Probing the Photophysics of Covalently and Non‐covalently Bonded Graphene Quantum Dots‐Tetraaminophenylporphyrin Nanohybrids. ChemistrySelect, 7(27), p.e202201265."
"Sebastian, D., Pallikkara, A., Bhatt, H., Ghosh, H.N. and Ramakrishnan, K., 2022. Unravelling the Surface-State Assisted Ultrafast Charge Transfer Dynamics of Graphene Quantum Dot-Based Nanohybrids via Transient Absorption Spectroscopy. The Journal of Physical Chemistry C, 126(27), pp.11182-11192."
"Bijina, V., Jandas, P.J., Joseph, S., Gopu, J., Abhitha, K. and John, H., 2022. Recent trends in industrial and academic developments of green tyre technology. Polymer Bulletin, pp.1-30."
